Border,Date,Measure,Value,Average
US-Mexico Border,02/01/2001 12:00:00 AM,Train Passengers,1161,1652
US-Mexico Border,02/01/2001 12:00:00 AM,Trains,518,351
US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,19308462,0
US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicles,7073609,0
US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,5532155,0
US-Mexico Border,01/01/2001 12:00:00 AM,Pedestrians,4329899,0
US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,2498467,0
US-Canada Border,01/01/2001 12:00:00 AM,Trucks,578996,0
US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Full,462545,0
US-Mexico Border,01/01/2001 12:00:00 AM,Trucks,306284,0
US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,256689,0
US-Mexico Border,01/01/2001 12:00:00 AM,Bus Passengers,254262,0
US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Full,192756,0
US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Full,108065,0
US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Empty,102088,0
US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Empty,89181,0
US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,33698,0
US-Mexico Border,01/01/2001 12:00:00 AM,Buses,26850,0
US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Empty,25618,0
US-Canada Border,01/01/2001 12:00:00 AM,Pedestrians,25092,0
US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Full,17692,0
US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,14915,0
US-Canada Border,01/01/2001 12:00:00 AM,Buses,10483,0
US-Canada Border,01/01/2001 12:00:00 AM,Trains,2809,0
US-Mexico Border,01/01/2001 12:00:00 AM,Train Passengers,1652,0
US-Mexico Border,01/01/2001 12:00:00 AM,Trains,351,0
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,19823387,18579327
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicles,7518216,7366366
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,5861559,7634533
US-Mexico Border,12/01/2000 12:00:00 AM,Pedestrians,4654364,3726928
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicles,2475810,3123786
US-Canada Border,12/01/2000 12:00:00 AM,Trucks,472316,595186
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Full,357904,443987
US-Mexico Border,12/01/2000 12:00:00 AM,Trucks,326525,372824
US-Canada Border,12/01/2000 12:00:00 AM,Bus Passengers,285911,392891
US-Mexico Border,12/01/2000 12:00:00 AM,Bus Passengers,254673,286662
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Full,170727,181888
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Empty,146431,142786
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Full,91855,101891
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Empty,60678,72247
US-Canada Border,12/01/2000 12:00:00 AM,Pedestrians,45110,49293
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Empty,25083,25094
US-Mexico Border,12/01/2000 12:00:00 AM,Buses,24892,21678
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Empty,23472,31055
US-Canada Border,12/01/2000 12:00:00 AM,Train Passengers,18112,22145
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Full,16933,22563
US-Canada Border,12/01/2000 12:00:00 AM,Buses,11054,16190
US-Canada Border,12/01/2000 12:00:00 AM,Trains,2562,2751
US-Mexico Border,12/01/2000 12:00:00 AM,Train Passengers,1154,1522
US-Mexico Border,12/01/2000 12:00:00 AM,Trains,483,573
US-Mexico Border,11/01/2000 12:00:00 AM,Personal Vehicle Passengers,16904642,18746796
US-Mexico Border,11/01/2000 12:00:00 AM,Personal Vehicles,6311521,7471850
US-Canada Border,11/01/2000 12:00:00 AM,Personal Vehicle Passengers,6245561,7773431
US-Mexico Border,11/01/2000 12:00:00 AM,Pedestrians,3711443,3728476
US-Canada Border,11/01/2000 12:00:00 AM,Personal Vehicles,2678005,3168365
US-Canada Border,11/01/2000 12:00:00 AM,Trucks,600413,594663
US-Canada Border,11/01/2000 12:00:00 AM,Truck Containers Full,452141,443172
US-Mexico Border,11/01/2000 12:00:00 AM,Trucks,363937,373713
US-Canada Border,11/01/2000 12:00:00 AM,Bus Passengers,304787,401701
US-Mexico Border,11/01/2000 12:00:00 AM,Bus Passengers,250585,290270
US-Mexico Border,11/01/2000 12:00:00 AM,Truck Containers Empty,151621,141902
US-Mexico Border,11/01/2000 12:00:00 AM,Truck Containers Full,136941,186383
US-Canada Border,11/01/2000 12:00:00 AM,Rail Containers Full,110224,101057
US-Canada Border,11/01/2000 12:00:00 AM,Truck Containers Empty,72734,72199
US-Canada Border,11/01/2000 12:00:00 AM,Pedestrians,36987,50523
US-Canada Border,11/01/2000 12:00:00 AM,Rail Containers Empty,32532,30907
US-Mexico Border,11/01/2000 12:00:00 AM,Rail Containers Empty,26002,25004
US-Mexico Border,11/01/2000 12:00:00 AM,Buses,18780,21968
US-Mexico Border,11/01/2000 12:00:00 AM,Rail Containers Full,17650,23055
US-Canada Border,11/01/2000 12:00:00 AM,Train Passengers,15434,22816
US-Canada Border,11/01/2000 12:00:00 AM,Buses,11775,16632
US-Canada Border,11/01/2000 12:00:00 AM,Trains,2851,2741
US-Mexico Border,11/01/2000 12:00:00 AM,Train Passengers,1590,1516
US-Mexico Border,11/01/2000 12:00:00 AM,Trains,587,572
US-Mexico Border,10/01/2000 12:00:00 AM,Personal Vehicle Passengers,18353919,18790449
US-Mexico Border,10/01/2000 12:00:00 AM,Personal Vehicles,7305607,7490322
US-Canada Border,10/01/2000 12:00:00 AM,Personal Vehicle Passengers,7152562,7842416
US-Mexico Border,10/01/2000 12:00:00 AM,Pedestrians,3406001,3764307
US-Canada Border,10/01/2000 12:00:00 AM,Personal Vehicles,3138629,3171669
US-Canada Border,10/01/2000 12:00:00 AM,Trucks,624213,591380
US-Canada Border,10/01/2000 12:00:00 AM,Truck Containers Full,500086,436848
US-Canada Border,10/01/2000 12:00:00 AM,Bus Passengers,441070,397327
US-Mexico Border,10/01/2000 12:00:00 AM,Trucks,365151,374664
US-Mexico Border,10/01/2000 12:00:00 AM,Bus Passengers,309945,288084
US-Mexico Border,10/01/2000 12:00:00 AM,Truck Containers Empty,169209,138868
US-Mexico Border,10/01/2000 12:00:00 AM,Truck Containers Full,137260,191841
US-Canada Border,10/01/2000 12:00:00 AM,Rail Containers Full,91775,102089
US-Canada Border,10/01/2000 12:00:00 AM,Truck Containers Empty,51351,74515
US-Canada Border,10/01/2000 12:00:00 AM,Pedestrians,47974,50807
US-Canada Border,10/01/2000 12:00:00 AM,Rail Containers Empty,30791,30920
US-Mexico Border,10/01/2000 12:00:00 AM,Rail Containers Full,23372,23020
US-Mexico Border,10/01/2000 12:00:00 AM,Buses,22522,21906
US-Mexico Border,10/01/2000 12:00:00 AM,Rail Containers Empty,22401,25293
US-Canada Border,10/01/2000 12:00:00 AM,Train Passengers,20175,23109
US-Canada Border,10/01/2000 12:00:00 AM,Buses,16227,16677
US-Canada Border,10/01/2000 12:00:00 AM,Trains,2908,2722
US-Mexico Border,10/01/2000 12:00:00 AM,Train Passengers,1627,1503
US-Mexico Border,10/01/2000 12:00:00 AM,Trains,619,567
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,19470530,18705439
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,8074735,7813376
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicles,7407867,7500629
US-Mexico Border,09/01/2000 12:00:00 AM,Pedestrians,3798797,3759996
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicles,3373867,3146394
US-Canada Border,09/01/2000 12:00:00 AM,Trucks,588114,591788
US-Canada Border,09/01/2000 12:00:00 AM,Bus Passengers,552812,377892
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Full,452274,434920
US-Mexico Border,09/01/2000 12:00:00 AM,Trucks,336935,379381
US-Mexico Border,09/01/2000 12:00:00 AM,Bus Passengers,169706,302881
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Full,149095,197184
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Empty,114319,141937
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Full,104355,101806
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Empty,74982,74457
US-Canada Border,09/01/2000 12:00:00 AM,Pedestrians,58395,49858
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Empty,32360,30740
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Full,24689,22811
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Empty,21628,25751
US-Mexico Border,09/01/2000 12:00:00 AM,Buses,20891,22033
US-Canada Border,09/01/2000 12:00:00 AM,Buses,20752,16167
US-Canada Border,09/01/2000 12:00:00 AM,Train Passengers,20438,23443
US-Canada Border,09/01/2000 12:00:00 AM,Trains,2631,2734
US-Mexico Border,09/01/2000 12:00:00 AM,Train Passengers,1536,1499
US-Mexico Border,09/01/2000 12:00:00 AM,Trains,619,560
US-Mexico Border,08/01/2000 12:00:00 AM,Personal Vehicle Passengers,20022671,18517263
US-Canada Border,08/01/2000 12:00:00 AM,Personal Vehicle Passengers,10387658,7445622
US-Mexico Border,08/01/2000 12:00:00 AM,Personal Vehicles,7760350,7463526
US-Canada Border,08/01/2000 12:00:00 AM,Personal Vehicles,4089972,3011597
US-Mexico Border,08/01/2000 12:00:00 AM,Pedestrians,3891779,3741170
US-Canada Border,08/01/2000 12:00:00 AM,Trucks,628828,586497
US-Mexico Border,08/01/2000 12:00:00 AM,Trucks,410646,374914
US-Canada Border,08/01/2000 12:00:00 AM,Truck Containers Full,384025,442190
US-Canada Border,08/01/2000 12:00:00 AM,Bus Passengers,340853,383183
US-Mexico Border,08/01/2000 12:00:00 AM,Bus Passengers,261472,308797
US-Mexico Border,08/01/2000 12:00:00 AM,Truck Containers Full,178713,199823
US-Mexico Border,08/01/2000 12:00:00 AM,Truck Containers Empty,143455,141720
US-Canada Border,08/01/2000 12:00:00 AM,Rail Containers Full,101305,101877
US-Canada Border,08/01/2000 12:00:00 AM,Pedestrians,83037,45119
US-Canada Border,08/01/2000 12:00:00 AM,Truck Containers Empty,76186,74210
US-Canada Border,08/01/2000 12:00:00 AM,Train Passengers,40216,21047
US-Canada Border,08/01/2000 12:00:00 AM,Rail Containers Empty,33482,30349
US-Mexico Border,08/01/2000 12:00:00 AM,Buses,23737,21790
US-Mexico Border,08/01/2000 12:00:00 AM,Rail Containers Full,23119,22767
US-Canada Border,08/01/2000 12:00:00 AM,Buses,21670,15381
US-Mexico Border,08/01/2000 12:00:00 AM,Rail Containers Empty,20446,26509
US-Canada Border,08/01/2000 12:00:00 AM,Trains,2880,2713
US-Mexico Border,08/01/2000 12:00:00 AM,Train Passengers,1290,1529
US-Mexico Border,08/01/2000 12:00:00 AM,Trains,598,555
US-Mexico Border,07/01/2000 12:00:00 AM,Personal Vehicle Passengers,20395204,18204272
US-Canada Border,07/01/2000 12:00:00 AM,Personal Vehicle Passengers,10670693,6908110
US-Mexico Border,07/01/2000 12:00:00 AM,Personal Vehicles,7362429,7480376
US-Canada Border,07/01/2000 12:00:00 AM,Personal Vehicles,4157436,2820624
US-Mexico Border,07/01/2000 12:00:00 AM,Pedestrians,4078703,3684914
US-Canada Border,07/01/2000 12:00:00 AM,Bus Passengers,575806,351079
US-Canada Border,07/01/2000 12:00:00 AM,Trucks,528092,596231
US-Canada Border,07/01/2000 12:00:00 AM,Truck Containers Full,421531,445634
US-Mexico Border,07/01/2000 12:00:00 AM,Trucks,357109,377882
US-Mexico Border,07/01/2000 12:00:00 AM,Bus Passengers,307415,309027
US-Mexico Border,07/01/2000 12:00:00 AM,Truck Containers Full,191826,201156
US-Mexico Border,07/01/2000 12:00:00 AM,Truck Containers Empty,157141,139150
US-Canada Border,07/01/2000 12:00:00 AM,Rail Containers Full,94957,103031
US-Canada Border,07/01/2000 12:00:00 AM,Truck Containers Empty,80782,73115
US-Canada Border,07/01/2000 12:00:00 AM,Pedestrians,79885,39324
US-Canada Border,07/01/2000 12:00:00 AM,Train Passengers,36636,18449
US-Canada Border,07/01/2000 12:00:00 AM,Rail Containers Empty,33570,29812
US-Mexico Border,07/01/2000 12:00:00 AM,Rail Containers Full,25826,22257
US-Mexico Border,07/01/2000 12:00:00 AM,Rail Containers Empty,24979,26764
US-Mexico Border,07/01/2000 12:00:00 AM,Buses,23852,21446
US-Canada Border,07/01/2000 12:00:00 AM,Buses,21754,14319
US-Canada Border,07/01/2000 12:00:00 AM,Trains,2739,2709
US-Mexico Border,07/01/2000 12:00:00 AM,Train Passengers,1539,1528
US-Mexico Border,07/01/2000 12:00:00 AM,Trains,602,547
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,13715599,19102007
US-Canada Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,8375082,6614716
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicles,7555409,7465369
US-Mexico Border,06/01/2000 12:00:00 AM,Pedestrians,3555191,3710859
US-Canada Border,06/01/2000 12:00:00 AM,Personal Vehicles,3269442,2730860
US-Mexico Border,06/01/2000 12:00:00 AM,Bus Passengers,722535,226326
US-Canada Border,06/01/2000 12:00:00 AM,Trucks,613082,592861
US-Canada Border,06/01/2000 12:00:00 AM,Bus Passengers,531736,314948
US-Canada Border,06/01/2000 12:00:00 AM,Truck Containers Full,492038,436353
US-Mexico Border,06/01/2000 12:00:00 AM,Trucks,394174,374623
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Full,210873,199213
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Empty,135981,139784
US-Canada Border,06/01/2000 12:00:00 AM,Rail Containers Full,99322,103772
US-Canada Border,06/01/2000 12:00:00 AM,Truck Containers Empty,90642,69609
US-Canada Border,06/01/2000 12:00:00 AM,Pedestrians,74368,32316
US-Canada Border,06/01/2000 12:00:00 AM,Rail Containers Empty,31739,29427
US-Canada Border,06/01/2000 12:00:00 AM,Train Passengers,28361,16467
US-Mexico Border,06/01/2000 12:00:00 AM,Rail Containers Full,23961,21917
US-Mexico Border,06/01/2000 12:00:00 AM,Rail Containers Empty,22607,27595
US-Mexico Border,06/01/2000 12:00:00 AM,Buses,20620,21612
US-Canada Border,06/01/2000 12:00:00 AM,Buses,20314,13120
US-Mexico Border,06/01/2000 12:00:00 AM,Train Passengers,2436,1346
US-Canada Border,06/01/2000 12:00:00 AM,Trains,2407,2769
US-Mexico Border,06/01/2000 12:00:00 AM,Trains,679,521
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,20601424,18727153
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,8050938,6255661
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicles,7877133,7362428
US-Mexico Border,05/01/2000 12:00:00 AM,Pedestrians,3258898,3823850
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicles,3064972,2647333
US-Canada Border,05/01/2000 12:00:00 AM,Trucks,635217,582273
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Full,480251,425378
US-Canada Border,05/01/2000 12:00:00 AM,Bus Passengers,453253,280372
US-Mexico Border,05/01/2000 12:00:00 AM,Trucks,398980,368534
US-Mexico Border,05/01/2000 12:00:00 AM,Bus Passengers,231050,225145
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Full,218987,194270
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Empty,171938,131746
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Full,104589,103568
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Empty,79662,67096
US-Canada Border,05/01/2000 12:00:00 AM,Pedestrians,58631,25737
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Empty,29393,27146
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Empty,23704,30857
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Full,22560,21756
US-Mexico Border,05/01/2000 12:00:00 AM,Buses,21720,21585
US-Canada Border,05/01/2000 12:00:00 AM,Train Passengers,18596,15934
US-Canada Border,05/01/2000 12:00:00 AM,Buses,17237,12091
US-Canada Border,05/01/2000 12:00:00 AM,Trains,2842,2751
US-Mexico Border,05/01/2000 12:00:00 AM,Train Passengers,1832,1225
US-Mexico Border,05/01/2000 12:00:00 AM,Trains,587,505
US-Mexico Border,04/01/2000 12:00:00 AM,Personal Vehicle Passengers,19742911,18388567
US-Canada Border,04/01/2000 12:00:00 AM,Personal Vehicle Passengers,7302006,5906879
US-Mexico Border,04/01/2000 12:00:00 AM,Personal Vehicles,7286352,7387787
US-Mexico Border,04/01/2000 12:00:00 AM,Pedestrians,3274260,4007046
US-Canada Border,04/01/2000 12:00:00 AM,Personal Vehicles,2860621,2576237
US-Canada Border,04/01/2000 12:00:00 AM,Trucks,569222,586623
US-Canada Border,04/01/2000 12:00:00 AM,Truck Containers Full,456250,415088
US-Mexico Border,04/01/2000 12:00:00 AM,Trucks,354471,373222
US-Canada Border,04/01/2000 12:00:00 AM,Bus Passengers,336165,261774
US-Mexico Border,04/01/2000 12:00:00 AM,Bus Passengers,263476,212368
US-Mexico Border,04/01/2000 12:00:00 AM,Truck Containers Full,196291,193596
US-Canada Border,04/01/2000 12:00:00 AM,Rail Containers Full,105127,103049
US-Mexico Border,04/01/2000 12:00:00 AM,Truck Containers Empty,97677,143103
US-Canada Border,04/01/2000 12:00:00 AM,Truck Containers Empty,62614,68590
US-Canada Border,04/01/2000 12:00:00 AM,Rail Containers Empty,30620,30937
US-Canada Border,04/01/2000 12:00:00 AM,Pedestrians,29360,24529
US-Mexico Border,04/01/2000 12:00:00 AM,Rail Containers Empty,27512,27024
US-Mexico Border,04/01/2000 12:00:00 AM,Buses,23078,21087
US-Mexico Border,04/01/2000 12:00:00 AM,Rail Containers Full,22998,21342
US-Canada Border,04/01/2000 12:00:00 AM,Train Passengers,18947,14930
US-Canada Border,04/01/2000 12:00:00 AM,Buses,14245,11373
US-Canada Border,04/01/2000 12:00:00 AM,Trains,2759,2749
US-Mexico Border,04/01/2000 12:00:00 AM,Train Passengers,1712,1063
US-Mexico Border,04/01/2000 12:00:00 AM,Trains,568,484
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,20381122,17392290
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicles,7696596,7233383
US-Canada Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,6981513,5369562
US-Mexico Border,03/01/2000 12:00:00 AM,Pedestrians,4189021,3916059
US-Canada Border,03/01/2000 12:00:00 AM,Personal Vehicles,2857293,2435709
US-Canada Border,03/01/2000 12:00:00 AM,Trucks,635804,562033
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Full,493122,376071
US-Mexico Border,03/01/2000 12:00:00 AM,Trucks,385346,367161
US-Canada Border,03/01/2000 12:00:00 AM,Bus Passengers,282187,251568
US-Mexico Border,03/01/2000 12:00:00 AM,Bus Passengers,238832,199136
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Full,213021,183884
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Empty,159669,134820
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Full,109171,99988
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Empty,82311,61730
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Empty,34851,28980
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Empty,27282,26896
US-Canada Border,03/01/2000 12:00:00 AM,Pedestrians,26547,23521
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Full,24006,20010
US-Mexico Border,03/01/2000 12:00:00 AM,Buses,21757,20752
US-Canada Border,03/01/2000 12:00:00 AM,Train Passengers,17383,13704
US-Canada Border,03/01/2000 12:00:00 AM,Buses,12044,11038
US-Canada Border,03/01/2000 12:00:00 AM,Trains,2973,2637
US-Mexico Border,03/01/2000 12:00:00 AM,Train Passengers,1061,1064
US-Mexico Border,03/01/2000 12:00:00 AM,Trains,499,476
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,17476375,17308206
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicles,7190565,7276201
US-Canada Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,5441913,5297212
US-Mexico Border,02/01/2000 12:00:00 AM,Pedestrians,3869615,3962504
US-Canada Border,02/01/2000 12:00:00 AM,Personal Vehicles,2470362,2401056
US-Canada Border,02/01/2000 12:00:00 AM,Trucks,561733,562333
US-Canada Border,02/01/2000 12:00:00 AM,Truck Containers Full,406942,345201
US-Mexico Border,02/01/2000 12:00:00 AM,Trucks,377001,357321
US-Canada Border,02/01/2000 12:00:00 AM,Bus Passengers,268227,234910
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Full,207012,160756
US-Mexico Border,02/01/2000 12:00:00 AM,Bus Passengers,201618,196655
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Empty,130628,139012
US-Canada Border,02/01/2000 12:00:00 AM,Rail Containers Full,95618,104359
US-Canada Border,02/01/2000 12:00:00 AM,Truck Containers Empty,67947,55514
US-Canada Border,02/01/2000 12:00:00 AM,Rail Containers Empty,26826,31134
US-Canada Border,02/01/2000 12:00:00 AM,Pedestrians,26137,20905
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Empty,26087,27705
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Full,21280,18741
US-Mexico Border,02/01/2000 12:00:00 AM,Buses,20391,21114
US-Canada Border,02/01/2000 12:00:00 AM,Train Passengers,12972,14437
US-Canada Border,02/01/2000 12:00:00 AM,Buses,11557,10520
US-Canada Border,02/01/2000 12:00:00 AM,Trains,2718,2557
US-Mexico Border,02/01/2000 12:00:00 AM,Train Passengers,1091,1037
US-Mexico Border,02/01/2000 12:00:00 AM,Trains,517,436
US-Mexico Border,01/01/2000 12:00:00 AM,Personal Vehicle Passengers,17308206,0
US-Mexico Border,01/01/2000 12:00:00 AM,Personal Vehicles,7276201,0
US-Canada Border,01/01/2000 12:00:00 AM,Personal Vehicle Passengers,5297212,0
US-Mexico Border,01/01/2000 12:00:00 AM,Pedestrians,3962504,0
US-Canada Border,01/01/2000 12:00:00 AM,Personal Vehicles,2401056,0
US-Canada Border,01/01/2000 12:00:00 AM,Trucks,562333,0
US-Mexico Border,01/01/2000 12:00:00 AM,Trucks,357321,0
US-Canada Border,01/01/2000 12:00:00 AM,Truck Containers Full,345201,0
US-Canada Border,01/01/2000 12:00:00 AM,Bus Passengers,234910,0
US-Mexico Border,01/01/2000 12:00:00 AM,Bus Passengers,196655,0
US-Mexico Border,01/01/2000 12:00:00 AM,Truck Containers Full,160756,0
US-Mexico Border,01/01/2000 12:00:00 AM,Truck Containers Empty,139012,0
US-Canada Border,01/01/2000 12:00:00 AM,Rail Containers Full,104359,0
US-Canada Border,01/01/2000 12:00:00 AM,Truck Containers Empty,55514,0
US-Canada Border,01/01/2000 12:00:00 AM,Rail Containers Empty,31134,0
US-Mexico Border,01/01/2000 12:00:00 AM,Rail Containers Empty,27705,0
US-Mexico Border,01/01/2000 12:00:00 AM,Buses,21114,0
US-Canada Border,01/01/2000 12:00:00 AM,Pedestrians,20905,0
US-Mexico Border,01/01/2000 12:00:00 AM,Rail Containers Full,18741,0
US-Canada Border,01/01/2000 12:00:00 AM,Train Passengers,14437,0
US-Canada Border,01/01/2000 12:00:00 AM,Buses,10520,0
US-Canada Border,01/01/2000 12:00:00 AM,Trains,2557,0
US-Mexico Border,01/01/2000 12:00:00 AM,Train Passengers,1037,0
US-Mexico Border,01/01/2000 12:00:00 AM,Trains,436,0
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,20913012,18906599
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicles,7862669,7183004
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,6024012,7563103
US-Mexico Border,12/01/1999 12:00:00 AM,Pedestrians,4332292,3821495
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicles,2702599,3054992
US-Canada Border,12/01/1999 12:00:00 AM,Trucks,520277,560577
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Full,396280,444810
US-Mexico Border,12/01/1999 12:00:00 AM,Trucks,345036,358217
US-Canada Border,12/01/1999 12:00:00 AM,Bus Passengers,234869,359192
US-Mexico Border,12/01/1999 12:00:00 AM,Bus Passengers,206146,275702
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Full,159056,184167
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Empty,147641,157514
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Full,92110,96256
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Empty,63618,71504
US-Canada Border,12/01/1999 12:00:00 AM,Pedestrians,40904,48635
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Empty,25824,28315
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Empty,23671,20978
US-Mexico Border,12/01/1999 12:00:00 AM,Buses,21936,22172
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Full,17963,18458
US-Canada Border,12/01/1999 12:00:00 AM,Train Passengers,16368,20379
US-Canada Border,12/01/1999 12:00:00 AM,Buses,10444,15227
US-Canada Border,12/01/1999 12:00:00 AM,Trains,2529,2709
US-Mexico Border,12/01/1999 12:00:00 AM,Train Passengers,1011,1314
US-Mexico Border,12/01/1999 12:00:00 AM,Trains,472,486
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,19508536,18846405
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicles,7295986,7171706
US-Canada Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,6343848,7685029
US-Mexico Border,11/01/1999 12:00:00 AM,Pedestrians,3698462,3833798
US-Canada Border,11/01/1999 12:00:00 AM,Personal Vehicles,2811597,3079331
US-Canada Border,11/01/1999 12:00:00 AM,Trucks,497946,566840
US-Canada Border,11/01/1999 12:00:00 AM,Truck Containers Full,492709,440020
US-Mexico Border,11/01/1999 12:00:00 AM,Trucks,374104,356628
US-Canada Border,11/01/1999 12:00:00 AM,Bus Passengers,306173,364494
US-Mexico Border,11/01/1999 12:00:00 AM,Bus Passengers,195232,283749
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Full,180764,184507
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Empty,148835,158382
US-Canada Border,11/01/1999 12:00:00 AM,Rail Containers Full,98459,96036
US-Canada Border,11/01/1999 12:00:00 AM,Truck Containers Empty,82075,70447
US-Canada Border,11/01/1999 12:00:00 AM,Pedestrians,32172,50281
US-Canada Border,11/01/1999 12:00:00 AM,Rail Containers Empty,29380,28208
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Empty,28801,20196
US-Mexico Border,11/01/1999 12:00:00 AM,Buses,17769,22613
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Full,15496,18754
US-Canada Border,11/01/1999 12:00:00 AM,Train Passengers,15159,20901
US-Canada Border,11/01/1999 12:00:00 AM,Buses,14254,15324
US-Canada Border,11/01/1999 12:00:00 AM,Trains,2686,2712
US-Mexico Border,11/01/1999 12:00:00 AM,Train Passengers,1281,1317
US-Mexico Border,11/01/1999 12:00:00 AM,Trains,492,486
